dataset_id,name,family,source,task_type,seed,length,ext_sample_entropy_m2,ext_approx_entropy_m2,ext_lz_complexity,ext_hurst_rs,ext_psd_slope,ext_spectral_centroid,ext_spectral_bandwidth,ext_spectral_rolloff85,ext_zero_crossing_rate,ext_turning_point_rate,ext_outlier_rate_3sigma,ext_spike_rate_mad6,ext_arch_lm5,ext_volatility_ac1,ext_trend_strength,ext_seasonality_strength,ext_changepoint_count,ext_recurrence_rate,ext_recurrence_determinism,ext_fnn_fraction,ext_corr_dim_approx,ext_bds_like,ext_zero_fraction,ext_cv2_positive
mackey_glass_tau27_s014:1114:800,mackey_glass_tau27_s014,chaotic_flow,synthetic,forecast,1114,800,0.46657736830164903,0.4889775899500184,0.9764404392146909,0.801638741162641,-8.179147289992335,0.016225881999121075,0.009942174068768145,0.021484375,0.04005006257822278,0.07017543859649122,0.0,0.0,794.9661993150568,0.9120182095886149,1.9215071780598336e-05,0.966619704623119,0.0,0.09972003513928457,0.8129425325209946,0.07736389684813753,1.502772181457529,0.18354899568658692,0.0,0.07819392376397923
mackey_glass_tau25_s015:1115:800,mackey_glass_tau25_s015,chaotic_flow,synthetic,forecast,1115,800,0.4254856861100145,0.44053298792111395,0.8920566975541621,0.7749481871286908,-8.439457506856646,0.016542106079924342,0.00903725443203983,0.021484375,0.04005006257822278,0.06516290726817042,0.0,0.0,794.9651150425428,0.9261577122039101,0.0012755076113699637,0.971440956809132,0.0,0.09972003513928457,0.8140951753663758,0.05730659025787966,1.441941309262683,0.18007385460250966,0.0,0.10302482485738963
mackey_glass_tau36_s016:1116:800,mackey_glass_tau36_s016,chaotic_flow,synthetic,forecast,1116,800,0.3669393118130488,0.402604188176626,0.8679470570797253,0.8763438141679446,-8.122136197488024,0.012869445093156361,0.008166118809162699,0.017578125,0.03629536921151439,0.06140350877192982,0.0,0.0,794.9728782178083,0.9446680926996137,0.0021442805785529817,0.9789805692658027,0.0,0.09972003513928457,0.845216532191668,0.034383954154727794,1.355637831999591,0.19013986254734963,0.0,0.1400693226371525
mackey_glass_tau23_s017:1117:800,mackey_glass_tau23_s017,chaotic_flow,synthetic,forecast,1117,800,0.45405766334502956,0.47345744927300126,0.8920566975541621,0.7498397756009204,-8.3840828499364,0.017639721843484526,0.009260298591724659,0.0234375,0.0425531914893617,0.06641604010025062,0.0,0.0,794.9558997577282,0.9243823143822895,0.0025588633673414574,0.9631791203441334,0.0,0.09972003513928457,0.8355013996377408,0.06876790830945559,1.4845185030698356,0.17853817575810452,0.0,0.08292942413837222
mackey_glass_tau42_s018:1118:800,mackey_glass_tau42_s018,chaotic_flow,synthetic,forecast,1118,800,0.36644420766698244,0.4008319644423364,0.8679470570797253,0.9360993310829762,-8.050228831290259,0.011912991585648713,0.008486361494351188,0.015625,0.03128911138923655,0.06265664160401002,0.0,0.0,794.9772477158375,0.9370023353375742,0.007907460270496602,0.9817534022576749,0.0,0.09972003513928457,0.8440638893462868,0.045845272206303724,1.3664300122830222,0.19297495239452356,0.0,0.12620645018341303
mackey_glass_tau45_s019:1119:800,mackey_glass_tau45_s019,chaotic_flow,synthetic,forecast,1119,800,0.4271208347320204,0.45391512251136135,0.8679470570797253,0.8930915755955237,-8.647367516946067,0.014045957167619878,0.009245530687152607,0.0234375,0.028785982478097622,0.07769423558897243,0.0,0.0,794.9631273436279,0.9180873073290559,0.008138430351969483,0.973941826975323,0.0,0.09972003513928457,0.8308908282562161,0.055873925501432664,1.4212632998076193,0.18542144065800992,0.0,0.09145332892889753
lorenz63_rho30.09_s000:1200:800,lorenz63_rho30.09_s000,chaotic_flow,synthetic,forecast,1200,800,0.3490099481989064,0.4225126391239655,0.7835633154191964,0.7884200906512698,-10.767275976272353,0.012254591219471256,0.012189274468795431,0.025390625,0.01376720901126408,0.043859649122807015,0.0,0.0,794.9620701491616,0.9272341829901947,0.0007875568370355746,0.9722835651485515,2.0,0.09972003513928457,0.8577309402272353,0.04297994269340974,1.338910260783696,0.18310960691362846,0.0,0.47480277622949923
lorenz63_rho43.24_s001:1201:800,lorenz63_rho43.24_s001,chaotic_flow,synthetic,forecast,1201,800,0.40411203778563776,0.48624853897899545,0.7715084951819781,0.8517240612556269,-9.82549356282033,0.017071391125592833,0.013744657434383639,0.033203125,0.01376720901126408,0.05639097744360902,0.0,0.0,794.774654204928,0.9209770500233562,0.06086215528552297,0.9671747787018758,8.0,0.09972003513928457,0.8117898896756134,0.03724928366762178,1.397741817652076,0.18589239630085522,0.0,0.46590287638890354
lorenz63_rho23.42_s002:1202:800,lorenz63_rho23.42_s002,chaotic_flow,synthetic,forecast,1202,800,0.4342719292515229,0.40339619872581123,0.9282211582658174,0.40050276363714776,-8.155399655356781,0.029563344342729735,0.00218485403353253,0.03125,0.058823529411764705,0.05889724310776942,0.0,0.0,794.9993501829622,0.9221902885455567,0.0012468997007960558,0.9691475422680855,0.0,0.09972003513928457,0.8407706240737691,0.0673352435530086,1.4022427042997463,0.1512685796375489,0.0,
lorenz63_rho44.69_s003:1203:800,lorenz63_rho44.69_s003,chaotic_flow,synthetic,forecast,1203,800,0.4135095767589703,0.4787692321262984,0.7956181356564148,0.8709400679612777,-10.303080358179985,0.014905203791733457,0.01403494847950639,0.029296875,0.01376720901126408,0.06015037593984962,0.0,0.0,794.7806999762167,0.9120358702231964,0.11295334037198779,0.9651497302336525,10.0,0.09972003513928457,0.8068499917668368,0.03724928366762178,1.4136678644646152,0.18157529969991412,0.0,0.31219346703855977
lorenz63_rho30.88_s004:1204:800,lorenz63_rho30.88_s004,chaotic_flow,synthetic,forecast,1204,800,0.3390947321570276,0.39225096560072226,0.7956181356564148,0.8262835815700805,-11.068453350774188,0.015079925156036518,0.012324347112645398,0.02734375,0.016270337922403004,0.045112781954887216,0.0,0.0,794.9648062000407,0.9233328861594322,0.04543915947323596,0.9722204845199778,3.0,0.09972003513928457,0.8522970525275811,0.044412607449856735,1.3243046754413834,0.18505407472394628,0.0,0.3858502172284874
lorenz63_rho35.53_s005:1205:800,lorenz63_rho35.53_s005,chaotic_flow,synthetic,forecast,1205,800,0.378852457275942,0.43134795233408285,0.7956181356564148,0.8660264144089221,-10.97261465474978,0.015281381274867402,0.012710813150758808,0.029296875,0.01877346683354193,0.047619047619047616,0.0,0.0,794.935942681512,0.916438483310508,0.0048674121083894795,0.9689101511301925,0.0,0.09972003513928457,0.832372797628849,0.03581661891117478,1.3807870246418343,0.17968264622952998,0.0,0.37694268628832817
lorenz63_rho40.97_s006:1206:800,lorenz63_rho40.97_s006,chaotic_flow,synthetic,forecast,1206,800,0.3860149631340483,0.4626142481521054,0.7473988547075412,0.7970753729303592,-9.934389978117999,0.015165469920900353,0.013761571178175114,0.029296875,0.011264080100125156,0.05764411027568922,0.0,0.0,794.7869379183236,0.9319869466612696,0.13988264480690382,0.973125743202623,6.0,0.09972003513928457,0.8183764202206488,0.02865329512893983,1.3607860246259813,0.18898995443165992,0.0,0.35001079963572085
lorenz63_rho27.93_s007:1207:800,lorenz63_rho27.93_s007,chaotic_flow,synthetic,forecast,1207,800,0.29280634298699665,0.3580330314010438,0.7835633154191964,0.8508646987861415,-10.878859298184874,0.014787283861699026,0.011201650489857896,0.025390625,0.015018773466833541,0.03634085213032581,0.0,0.0,794.9760298157827,0.9314643258688216,0.0371669707146175,0.9679852980277707,0.0,0.09972003513928457,0.8842417256710028,0.05730659025787966,1.2717366485603785,0.18686140859620423,0.0,0.5157228465125863
lorenz63_rho28.87_s008:1208:800,lorenz63_rho28.87_s008,chaotic_flow,synthetic,forecast,1208,800,0.33825740144003,0.4039021815392392,0.7594536749447596,0.83170825541123,-11.663347139186897,0.01405366909351127,0.011606239569772869,0.025390625,0.01376720901126408,0.043859649122807015,0.0,0.0,794.9721219834231,0.9294340330036234,0.2102136169409523,0.9763222012093596,3.0,0.09972003513928457,0.8572369504363576,0.02865329512893983,1.3187868865177168,0.1855044251973698,0.0,0.44403227762322434
lorenz63_rho24.81_s009:1209:800,lorenz63_rho24.81_s009,chaotic_flow,synthetic,forecast,1209,800,0.27785275549629496,0.33797063284595596,0.7715084951819781,0.8280342424496766,-10.700062123303232,0.012914079993203029,0.011058490098022063,0.021484375,0.01877346683354193,0.03759398496240601,0.0,0.0,794.9862448497506,0.9386843301303684,0.09400738156712496,0.9749988214562496,0.0,0.09972003513928457,0.8804544706076074,0.025787965616045846,1.2603965504582444,0.19027821382475696,0.0,0.7933960369690727
lorenz63_rho38.13_s010:1210:800,lorenz63_rho38.13_s010,chaotic_flow,synthetic,forecast,1210,800,0.3958795126846929,0.4786643103183472,0.7956181356564148,0.8872549296722674,-10.262069331052526,0.010709112078721047,0.013383109999583639,0.025390625,0.015018773466833541,0.05889724310776942,0.0,0.0,794.8738711714365,0.9290475235528942,0.0008621772837964503,0.9717546731351397,6.0,0.09972003513928457,0.8114605631483616,0.01002865329512894,1.3958792434986231,0.19144956115603412,0.0,0.25601001327838013
lorenz63_rho45.82_s011:1211:800,lorenz63_rho45.82_s011,chaotic_flow,synthetic,forecast,1211,800,0.4320759885329586,0.4743943109594868,0.8076729558936333,0.8128404325093147,-10.01944595400401,0.017221792319726193,0.013366248463951009,0.025390625,0.02002503128911139,0.05137844611528822,0.0,0.0,794.7843118408495,0.9019970084061358,0.0005726838372109855,0.9603195376723909,0.0,0.09972003513928457,0.8139305121027499,0.055873925501432664,1.4513998323938537,0.17393003578389207,0.0,0.34957154132618506
lorenz63_rho37.08_s012:1212:800,lorenz63_rho37.08_s012,chaotic_flow,synthetic,forecast,1212,800,0.39353522866266094,0.4562056313848357,0.7473988547075412,0.8436610872389585,-10.585163518895204,0.012713447197832621,0.013472667650847914,0.029296875,0.01376720901126408,0.05513784461152882,0.0,0.0,794.893013865137,0.9252997610656519,0.05996613416301522,0.9702165033921042,6.0,0.09972003513928457,0.8206817059114112,0.025787965616045846,1.4029364465441712,0.18497573841430195,0.0,0.31934466682416024
lorenz63_rho32.00_s013:1213:800,lorenz63_rho32.00_s013,chaotic_flow,synthetic,forecast,1213,800,0.35874506331172695,0.42771345383477843,0.7473988547075412,0.7749560925498674,-11.181601363308268,0.0158262405846643,0.011490421898605677,0.025390625,0.012515644555694618,0.046365914786967416,0.0,0.0,794.9552172679013,0.9270199813065007,0.032057280155420864,0.9733223600455827,2.0,0.09972003513928457,0.8313848180470937,0.03151862464183381,1.3431390396634624,0.18581493124798176,0.0,0.33319142093237925
lorenz63_rho39.49_s014:1214:800,lorenz63_rho39.49_s014,chaotic_flow,synthetic,forecast,1214,800,0.4098199491391707,0.48025634852814303,0.7594536749447596,0.7973099615506617,-10.291135438144217,0.011849095400676251,0.01332660278212789,0.025390625,0.015018773466833541,0.05388471177944862,0.0,0.0,794.8635629581634,0.9215886605148699,0.010816499790413103,0.9711895023278931,10.0,0.09972003513928457,0.8098139305121027,0.04154727793696275,1.4175238157467753,0.18411257228601954,0.0,0.3103927054074489
lorenz63_rho26.04_s015:1215:800,lorenz63_rho26.04_s015,chaotic_flow,synthetic,forecast,1215,800,0.27694252393701685,0.33271519561637763,0.8800018773169437,0.848848456199147,-11.504717300713306,0.014543686996770546,0.011299806972504805,0.025390625,0.03254067584480601,0.041353383458646614,0.0,0.0,794.9842121477391,0.9348018191224668,0.02743624762434682,0.9692645288302877,1.0,0.09972003513928457,0.8776551951259673,0.0988538681948424,1.2317498101994906,0.19061407607346748,0.0,0.465919804044634
lorenz63_rho32.84_s016:1216:800,lorenz63_rho32.84_s016,chaotic_flow,synthetic,forecast,1216,800,0.34120833321624516,0.3977634741420415,0.7715084951819781,0.815479407016808,-10.848749013700644,0.015311167927067559,0.011755222272627423,0.025390625,0.02002503128911139,0.040100250626566414,0.0,0.0,794.9561096602379,0.9178346823454799,2.3302981854156357e-06,0.9704642945608472,0.0,0.09972003513928457,0.8457105219825457,0.0673352435530086,1.327872998977253,0.1808972783693438,0.0,0.565345725308184
lorenz63_rho34.38_s017:1217:800,lorenz63_rho34.38_s017,chaotic_flow,synthetic,forecast,1217,800,0.3777744850996161,0.44633483286172293,0.7594536749447596,0.8492037026483932,-11.080364604342249,0.01593883839857561,0.011932029277848156,0.02734375,0.015018773466833541,0.045112781954887216,0.0,0.0,794.9390638402103,0.9187817094390752,0.010576833545881792,0.9716173483264845,0.0,0.09972003513928457,0.8435698995554092,0.044412607449856735,1.377453691772599,0.17951985895613168,0.0,0.4939780484450939
lorenz63_rho41.93_s018:1218:800,lorenz63_rho41.93_s018,chaotic_flow,synthetic,forecast,1218,800,0.4039543707969833,0.4970604341101379,0.8679470570797253,0.8537337699440998,-9.806604491059188,0.014339707164542935,0.01400483749913069,0.02734375,0.02127659574468085,0.05764411027568922,0.0,0.0,794.8129773628133,0.9229315062787327,0.026039331970771018,0.9630017060547387,9.0,0.09972003513928457,0.8096492672484769,0.04154727793696275,1.424136501243311,0.191060299058427,0.0,0.2524549851359229
lorenz63_rho22.98_s019:1219:800,lorenz63_rho22.98_s019,chaotic_flow,synthetic,forecast,1219,800,0.5161437603126581,0.5070661240495768,0.9282211582658174,0.3944201870034456,-8.32766745778029,0.02945847930525468,0.0017059292329680627,0.03125,0.058823529411764705,0.05889724310776942,0.0,0.0,794.999736662315,0.9300405376860946,0.0019817181905414927,0.9692200355599967,0.0,0.09972003513928457,0.8065206652395851,0.045845272206303724,1.5494453503983083,0.1473577887036437,0.0,
rossler_c8.73_s000:1300:800,rossler_c8.73_s000,chaotic_flow,synthetic,forecast,1300,800,0.170143038988835,0.2507732287708033,0.7715084951819781,0.9605467686154533,-10.170668670184591,0.009878869020375861,0.005530823587009844,0.01171875,0.017521902377972465,0.017543859649122806,0.0,0.008760951188986232,794.9963915078407,0.9845013688775743,0.012290646675713557,0.9845811709031298,4.0,0.09972003513928457,0.8847357154618805,0.0057306590257879654,1.1548914311343923,0.22155938245695667,0.0,0.9705965624922974
rossler_c7.94_s001:1301:800,rossler_c7.94_s001,chaotic_flow,synthetic,forecast,1301,800,0.204224896266093,0.256716574520536,0.7715084951819781,0.8920525002439845,-10.337100552788176,0.00909377453516592,0.0038203547212553486,0.009765625,0.017521902377972465,0.017543859649122806,0.0,0.0025031289111389237,794.9981473324749,0.9839192372482223,0.000563457097942921,0.9858738365488027,0.0,0.09972003513928457,0.8913222460069159,0.0028653295128939827,1.1705135955671297,0.2129777749983069,0.0,0.6513177123409816
rossler_c4.05_s002:1302:800,rossler_c4.05_s002,chaotic_flow,synthetic,forecast,1302,800,0.2299823916606955,0.26349965885748317,0.7835633154191964,0.9274041678224819,-9.606009117188892,0.008959270655983195,0.002448392624520385,0.009765625,0.017521902377972465,0.017543859649122806,0.0,0.0,794.9999671681418,0.9906734445791351,0.0037174107589612593,0.9894955028973439,0.0,0.09972003513928457,0.86234151160876,0.01862464183381089,1.1814269170935636,0.20844771896927433,0.0,0.3132417837988561
rossler_c7.60_s003:1303:800,rossler_c7.60_s003,chaotic_flow,synthetic,forecast,1303,800,0.2147496879293276,0.2651779185903602,0.7835633154191964,0.9440298157674448,-10.334316105004827,0.009268890068277228,0.004061822126653748,0.009765625,0.017521902377972465,0.017543859649122806,0.0,0.0025031289111389237,794.998363640988,0.9851386660940284,0.002375990026310393,0.9852894290412315,2.0,0.09972003513928457,0.8883583072616499,0.0057306590257879654,1.195359131300523,0.21312281550560377,0.0,0.6789835303990842
rossler_c6.23_s004:1304:800,rossler_c6.23_s004,chaotic_flow,synthetic,forecast,1304,800,0.22980119055204207,0.2704508256351268,0.7594536749447596,0.924735829095007,-9.664834231216348,0.008448066056520577,0.0022976615246858736,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0,794.9996070874994,0.9868936505474971,0.00019702491046913462,0.9853329029558714,0.0,0.09972003513928457,0.8880289807343982,0.0057306590257879654,1.1884255656050509,0.2070023334855077,0.0,0.46406273420485733
rossler_c8.89_s005:1305:800,rossler_c8.89_s005,chaotic_flow,synthetic,forecast,1305,800,0.20032976103627367,0.26654758443667204,0.7835633154191964,0.937922011278493,-10.332931360940742,0.009184746831069374,0.004189165132682869,0.009765625,0.016270337922403004,0.017543859649122806,0.0,0.0,794.9980257540982,0.9832211781938277,0.000549459201590663,0.9874840059884665,0.0,0.09972003513928457,0.8916515725341676,0.017191977077363897,1.1429116679378941,0.21222967560050285,0.0,0.592284005263394
rossler_c8.13_s006:1306:800,rossler_c8.13_s006,chaotic_flow,synthetic,forecast,1306,800,0.20463054296439145,0.255511514524684,0.7835633154191964,0.9348642549426242,-10.298247277196658,0.009229650066024095,0.004272180212533138,0.009765625,0.017521902377972465,0.017543859649122806,0.0,0.0025031289111389237,794.9985532262094,0.9843653048328752,0.0012848567610632688,0.986162442164188,0.0,0.09972003513928457,0.8937921949613041,0.011461318051575931,1.159048538568676,0.21230957049913626,0.0,0.6081650018024881
rossler_c6.96_s007:1307:800,rossler_c6.96_s007,chaotic_flow,synthetic,forecast,1307,800,0.22185477271365972,0.2647985586853445,0.7835633154191964,0.951175128231868,-9.945922339387641,0.008736660368476262,0.0033682693822028294,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0025031289111389237,794.9987087583866,0.9857011469288819,0.013090081149373711,0.9840112640953129,2.0,0.09972003513928457,0.8890169603161535,0.011461318051575931,1.1859508474320493,0.20961226544349132,0.0,0.592011727410655
rossler_c5.57_s008:1308:800,rossler_c5.57_s008,chaotic_flow,synthetic,forecast,1308,800,0.21878601607671003,0.27306255020531234,0.7594536749447596,0.9263237530325371,-9.70360591091494,0.008498182286574858,0.002412629392523497,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0,794.9996411607007,0.9873598024155676,0.00047209446754570283,0.9855583873946009,0.0,0.09972003513928457,0.8909929194796641,0.017191977077363897,1.1522689830271964,0.2064271658266755,0.0,0.45855996023956264
rossler_c5.22_s009:1309:800,rossler_c5.22_s009,chaotic_flow,synthetic,forecast,1309,800,0.21922299297655518,0.2708056871174689,0.7594536749447596,0.9316736318672169,-9.739826018162026,0.008552355372937585,0.0024591925998216973,0.009765625,0.017521902377972465,0.017543859649122806,0.0,0.0,794.9997318682681,0.9882250521774115,0.0010668604689442196,0.9862588713593016,0.0,0.09972003513928457,0.8812777869257369,0.0057306590257879654,1.1383339413641134,0.20600211118327633,0.0,0.43276853488453354
rossler_c4.90_s010:1310:800,rossler_c4.90_s010,chaotic_flow,synthetic,forecast,1310,800,0.23842120928566118,0.2685841605009185,0.7715084951819781,0.9411294539563397,-9.46415408238054,0.008735595512293694,0.002304167163719175,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0,794.9999247005221,0.9904356850177266,0.0005990658773113999,0.9856176539305913,0.0,0.09972003513928457,0.868269389099292,0.022922636103151862,1.1980857375845173,0.20637454399668623,0.0,0.3383782870038365
rossler_c8.37_s011:1311:800,rossler_c8.37_s011,chaotic_flow,synthetic,forecast,1311,800,0.1948188265963283,0.25454576706125254,0.7715084951819781,0.9570270976446142,-10.158722391594269,0.009774200297956594,0.005437549551725007,0.01171875,0.017521902377972465,0.017543859649122806,0.0,0.006257822277847309,794.9966607611932,0.9846336691470743,0.013187047717593603,0.9837731993631426,2.0,0.09972003513928457,0.8893462868434052,0.008595988538681949,1.1763933436874034,0.21560241015118906,0.0,0.7794295370634573
rossler_c6.39_s012:1312:800,rossler_c6.39_s012,chaotic_flow,synthetic,forecast,1312,800,0.2214114677839514,0.2687551691165697,0.7715084951819781,0.9255582724771209,-9.792805972859265,0.008441819594089567,0.0024571493214712516,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0,794.9991891032417,0.9851619808070234,8.179709068067975e-05,0.9851082878151359,0.0,0.09972003513928457,0.8906635929524123,0.02148997134670487,1.1757596962295314,0.20776561997323637,0.0,0.5099260262963813
rossler_c5.85_s013:1313:800,rossler_c5.85_s013,chaotic_flow,synthetic,forecast,1313,800,0.23683232210823227,0.26693558893624925,0.7594536749447596,0.9292411989209921,-9.59857449393021,0.008479606021244092,0.002268345714444533,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0,794.9997099612428,0.9878750390264701,0.0003034225958354897,0.9851905795263401,0.0,0.09972003513928457,0.8779845216532192,0.02005730659025788,1.2048203365502281,0.2065299751612423,0.0,0.4395674121204166
